Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,,D,,"Device Nr: #1, DIVING-PAM-II (UWFC0119A)",,,,,,,,,,,,,,,
24-05-26,18:03:32.999,REG2,,"#1: alpha: 0.032, ETRm: 55.552, Ik: 1718.766   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:03:34.404,FO,719,131,237,0,0.447,0.0,0,0.84,0,0,0,0,0,0,131,237,0.447
24-05-26,18:03:54.345,F,720,260,341,25,0.238,2.5,195,0.84,0.555,-0.377,0.416,-0.305,1.097,-0.335,131,237,0.447
24-05-26,18:04:14.374,F,721,230,289,45,0.204,3.9,181,0.84,0.546,-0.019,0.430,-0.180,0.970,-0.174,131,237,0.447
24-05-26,18:04:34.330,F,722,231,281,66,0.178,4.9,177,0.84,0.481,0.019,0.369,-0.157,0.975,-0.153,131,237,0.447
24-05-26,18:04:54.357,F,723,220,265,91,0.170,6.5,164,0.84,0.446,0.047,0.332,-0.106,0.928,-0.098,131,237,0.447
24-05-26,18:05:14.347,F,724,211,242,126,0.128,6.8,142,0.84,0.310,0.057,0.209,-0.021,0.890,-0.018,131,237,0.447
24-05-26,18:05:34.333,F,725,182,206,192,0.117,9.4,127,0.84,0.304,0.255,0.212,0.150,0.768,0.115,131,237,0.447
24-05-26,18:05:54.321,F,726,245,269,287,0.089,10.7,177,0.84,0.261,0.132,0.189,-0.119,1.034,-0.123,131,237,0.447
24-05-26,18:06:14.309,F,727,345,370,424,0.068,12.1,264,0.84,0.236,0.000,0.181,-0.359,1.456,-0.524,131,237,0.447
24-05-26,18:06:34.299,F,728,417,444,634,0.061,16.2,270,0.84,0.155,-0.642,0.100,-0.466,1.759,-0.820,131,237,0.447
24-05-26,18:06:54.294,F,729,373,380,828,0.018,6.3,239,0.84,0.050,-0.330,0.032,-0.376,1.574,-0.592,131,237,0.447
24-05-26,18:07:14.276,F,730,295,336,1159,0.122,59.4,204,0.84,0.311,-0.245,0.215,-0.295,1.245,-0.367,131,237,0.447
24-05-26,18:07:34.263,F,731,314,329,1511,0.046,29.2,219,0.84,0.136,-0.038,0.095,-0.280,1.325,-0.371,131,237,0.447
24-05-26,18:07:42.003,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:15:13.747,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:15:13.747,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 25.727 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,18:15:13.747,REG2,,"#1: alpha: 0.132, ETRm: 32.870, Ik: 248.200   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:15:15.138,FO,732,32,103,0,0.689,0.0,0,0.84,0,0,0,0,0,0,32,103,0.689
24-05-26,18:15:35.122,F,733,54,98,25,0.449,4.7,40,0.84,0.759,0.183,0.562,0.051,0.524,0.027,32,103,0.689
24-05-26,18:15:55.062,F,734,57,95,45,0.400,7.6,38,0.84,0.667,0.197,0.445,0.084,0.553,0.047,32,103,0.689
24-05-26,18:16:15.103,F,735,41,66,66,0.379,10.5,19,0.84,0.532,0.338,0.247,0.561,0.398,0.223,32,103,0.689
24-05-26,18:16:35.092,F,736,29,51,91,0.431,16.5,16,0.84,0.629,0.507,0.347,1.020,0.282,0.287,32,103,0.689
24-05-26,18:16:55.077,F,737,43,66,127,0.348,18.6,24,0.84,0.548,0.408,0.306,0.561,0.417,0.235,32,103,0.689
24-05-26,18:17:15.070,F,738,68,87,192,0.218,17.6,37,0.84,0.380,0.296,0.207,0.184,0.660,0.122,32,103,0.689
24-05-26,18:17:35.054,F,739,64,81,288,0.210,25.4,40,0.84,0.415,0.423,0.259,0.272,0.621,0.169,32,103,0.689
24-05-26,18:17:55.044,F,740,84,97,424,0.134,23.9,49,0.84,0.271,0.324,0.158,0.062,0.816,0.050,32,103,0.689
24-05-26,18:18:15.023,F,741,90,102,634,0.118,31.4,45,0.84,0.211,0.197,0.106,0.010,0.874,0.008,32,103,0.689
24-05-26,18:18:35.023,F,742,72,80,829,0.100,34.8,37,0.84,0.186,0.394,0.096,0.288,0.699,0.201,32,103,0.689
24-05-26,18:18:55.012,F,743,65,70,1159,0.071,34.6,33,0.84,0.135,0.479,0.069,0.471,0.631,0.298,32,103,0.689
24-05-26,18:19:15.006,F,744,82,87,1512,0.057,36.2,40,0.84,0.106,0.338,0.052,0.184,0.796,0.147,32,103,0.689
24-05-26,18:19:23.517,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:22:09.981,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:22:11.370,FO,745,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:22:31.367,F,746,0,0,25,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:22:51.351,F,747,0,0,45,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:23:11.344,F,748,0,0,66,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:23:31.348,F,749,0,0,91,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:23:37.666,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:23:56.688,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:23:58.128,FO,750,18,25,0,0,0,0,0.84,0,0,0,0,0,0,18,25,0.280
24-05-26,18:24:18.117,F,751,19,30,25,0,0,11,0.84,0,0,0,0,0,0,18,25,0.280
24-05-26,18:24:38.066,F,752,24,38,45,0,0,15,0.84,0,0,0,0,0,0,18,25,0.280
24-05-26,18:24:58.093,F,753,15,23,66,0,0,6,0.84,0,0,0,0,0,0,18,25,0.280
24-05-26,18:25:13.146,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:25:24.444,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:25:25.835,FO,754,16,31,0,0,0,0,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:25:45.818,F,755,17,29,25,0,0,15,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:26:05.815,F,756,24,37,45,0,0,16,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:26:25.801,F,757,24,36,66,0,0,14,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:26:45.793,F,758,0,0,91,0,0,0,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:27:05.776,F,759,0,0,127,0,0,0,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:27:25.766,F,760,0,0,192,0,0,0,0.84,0,0,0,0,0,0,16,31,0.484
24-05-26,18:27:36.328,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:28:38.192,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:28:39.580,FO,761,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:28:59.567,F,762,0,0,25,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:29:19.564,F,763,0,0,45,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:29:39.552,F,764,0,0,66,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:29:57.220,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:31:57.405,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:31:57.405,REG1,,"#1: alpha: 0.060, ETRm: 23.637, Ik: 392.304   ( beta: 0.305, ETRmPot: 357.362 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,18:31:57.405,REG2,,"#1: alpha: 0.053, ETRm: 23.367, Ik: 444.334   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:31:58.805,FO,765,86,133,0,0.353,0.0,0,0.84,0,0,0,0,0,0,86,133,0.353
24-05-26,18:32:18.793,F,766,122,154,25,0.208,2.2,103,0.84,0.627,-0.085,0.529,-0.136,0.917,-0.125,86,133,0.353
24-05-26,18:32:38.783,F,767,119,148,45,0.196,3.7,104,0.84,0.659,0.064,0.576,-0.101,0.895,-0.091,86,133,0.353
24-05-26,18:32:58.772,F,768,116,142,66,0.183,5.1,100,0.84,0.619,0.106,0.534,-0.063,0.872,-0.055,86,133,0.353
24-05-26,18:33:18.779,F,769,118,138,91,0.145,5.5,96,0.84,0.476,0.106,0.387,-0.036,0.887,-0.032,86,133,0.353
24-05-26,18:33:38.769,F,770,117,141,127,0.170,9.1,102,0.84,0.615,0.170,0.536,-0.057,0.880,-0.050,86,133,0.353
24-05-26,18:33:58.759,F,771,125,142,192,0.120,9.7,103,0.84,0.436,0.170,0.359,-0.063,0.940,-0.060,86,133,0.353
24-05-26,18:34:18.744,F,772,118,129,288,0.085,10.3,87,0.84,0.262,0.106,0.193,0.031,0.887,0.028,86,133,0.353
24-05-26,18:34:38.733,F,773,109,119,424,0.084,15.0,87,0.84,0.313,0.319,0.250,0.118,0.820,0.096,86,133,0.353
24-05-26,18:34:58.723,F,774,103,114,635,0.096,25.6,86,0.84,0.393,0.404,0.328,0.167,0.774,0.130,86,133,0.353
24-05-26,18:35:18.717,F,775,106,112,829,0.054,18.8,84,0.84,0.214,0.404,0.170,0.188,0.797,0.149,86,133,0.353
24-05-26,18:35:38.705,F,776,101,107,1160,0.056,27.3,77,0.84,0.200,0.362,0.152,0.243,0.759,0.185,86,133,0.353
24-05-26,18:35:58.694,F,777,90,93,1513,0.032,20.3,72,0.84,0.143,0.553,0.114,0.430,0.677,0.291,86,133,0.353
24-05-26,18:36:06.974,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:38:37.558,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:38:37.558,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.401, ETRmPot: - 382.150 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,18:38:37.558,REG2,,"#1: alpha: 0.026, ETRm: 13.591, Ik: 513.917   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:38:38.957,FO,778,150,208,0,0.279,0.0,0,0.84,0,0,0,0,0,0,150,208,0.279
24-05-26,18:38:58.945,F,779,214,249,25,0.141,1.5,196,0.84,0.660,0.086,0.604,-0.165,1.029,-0.170,150,208,0.279
24-05-26,18:39:18.930,F,780,220,248,45,0.113,2.1,191,0.84,0.491,0.017,0.426,-0.161,1.058,-0.171,150,208,0.279
24-05-26,18:39:38.923,F,781,215,239,66,0.100,2.8,171,0.84,0.353,-0.172,0.281,-0.130,1.034,-0.134,150,208,0.279
24-05-26,18:39:58.911,F,782,189,212,91,0.108,4.1,161,0.84,0.451,0.121,0.384,-0.019,0.909,-0.017,150,208,0.279
24-05-26,18:40:18.895,F,783,190,209,126,0.091,4.8,158,0.84,0.373,0.121,0.310,-0.005,0.913,-0.004,150,208,0.279
24-05-26,18:40:38.882,F,784,180,194,192,0.072,5.8,145,0.84,0.286,0.155,0.230,0.072,0.865,0.063,150,208,0.279
24-05-26,18:40:58.881,F,785,161,164,288,0.018,2.2,123,0.84,0.073,0.293,0.056,0.268,0.774,0.208,150,208,0.279
24-05-26,18:41:18.862,F,786,147,153,424,0.039,6.9,111,0.84,0.143,0.276,0.108,0.359,0.707,0.254,150,208,0.279
24-05-26,18:41:38.859,F,787,259,275,634,0.058,15.4,212,0.84,0.254,-0.086,0.208,-0.244,1.245,-0.303,150,208,0.279
24-05-26,18:41:58.844,F,788,186,192,829,0.031,10.8,138,0.84,0.111,0.069,0.082,0.083,0.894,0.075,150,208,0.279
24-05-26,18:42:18.830,F,789,188,198,1159,0.051,24.8,159,0.84,0.256,0.328,0.217,0.051,0.904,0.045,150,208,0.279
24-05-26,18:42:38.825,F,790,191,192,1511,0.005,3.2,139,0.84,0.019,0.086,0.014,0.083,0.918,0.077,150,208,0.279
24-05-26,18:42:46.695,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:44:05.046,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:44:06.448,FO,791,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:44:26.396,F,792,0,0,25,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:44:46.423,F,793,0,0,45,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:45:06.416,F,794,12,28,66,0,0,12,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:45:26.405,F,795,23,30,91,0,0,2,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:45:46.387,F,796,0,0,127,0,0,0,0.84,0,0,0,0,0,0,0,0,0
24-05-26,18:45:51.367,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:48:02.078,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:48:02.078,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 12.459 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,18:48:02.078,REG2,,"#1: alpha: 0.053, ETRm: 17.353, Ik: 327.621   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:48:03.473,FO,797,372,446,0,0.166,0.0,0,0.84,0,0,0,0,0,0,372,446,0.166
24-05-26,18:48:23.462,F,798,377,478,25,0.211,2.2,306,0.84,0.587,-1.324,0.476,-0.067,0.845,-0.056,372,446,0.166
24-05-26,18:48:43.457,F,799,380,472,45,0.195,3.7,293,0.84,0.514,-1.419,0.396,-0.055,0.852,-0.047,372,446,0.166
24-05-26,18:49:03.443,F,800,372,445,66,0.164,4.5,268,0.84,0.412,-1.392,0.297,0.002,0.834,0.002,372,446,0.166
24-05-26,18:49:23.433,F,801,331,390,91,0.151,5.8,253,0.84,0.431,-0.851,0.329,0.144,0.742,0.107,372,446,0.166
24-05-26,18:49:43.412,F,802,307,355,127,0.135,7.2,213,0.84,0.338,-0.919,0.235,0.256,0.688,0.177,372,446,0.166
24-05-26,18:50:03.406,F,803,267,305,192,0.125,10.1,197,0.84,0.352,-0.459,0.260,0.462,0.599,0.276,372,446,0.166
24-05-26,18:50:23.336,F,804,261,283,288,0.078,9.4,179,0.84,0.212,-0.405,0.145,0.576,0.585,0.337,372,446,0.166
24-05-26,18:50:43.389,F,805,209,228,424,0.083,14.8,161,0.84,0.284,0.095,0.219,0.956,0.469,0.448,372,446,0.166
24-05-26,18:51:03.380,F,806,211,225,634,0.062,16.5,157,0.84,0.206,0.081,0.153,0.982,0.473,0.465,372,446,0.166
24-05-26,18:51:23.367,F,807,203,213,828,0.047,16.3,145,0.84,0.147,0.081,0.105,1.094,0.455,0.498,372,446,0.166
24-05-26,18:51:43.352,F,808,197,203,1159,0.030,14.6,142,0.84,0.098,0.176,0.071,1.197,0.442,0.528,372,446,0.166
24-05-26,18:52:03.345,F,809,197,204,1511,0.034,21.6,136,0.84,0.103,0.081,0.071,1.186,0.442,0.524,372,446,0.166
24-05-26,18:52:11.655,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,18:54:26.773,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,18:54:26.773,REG1,,"#1: alpha: 0.126, ETRm: 37.933, Ik: 302.249   ( beta: 0.022, ETRmPot: 62.279 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,18:54:26.773,REG2,,"#1: alpha: 0.108, ETRm: 36.870, Ik: 341.154   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,18:54:28.165,FO,810,78,182,0,0.571,0.0,0,0.84,0,0,0,0,0,0,78,182,0.571
24-05-26,18:54:48.157,F,811,129,216,25,0.403,4.2,114,0.84,0.853,0.019,0.754,-0.157,0.709,-0.112,78,182,0.571
24-05-26,18:55:08.146,F,812,124,190,45,0.347,6.6,103,0.84,0.759,0.163,0.630,-0.042,0.681,-0.028,78,182,0.571
24-05-26,18:55:28.128,F,813,105,163,66,0.356,9.9,90,0.84,0.795,0.298,0.681,0.117,0.577,0.067,78,182,0.571
24-05-26,18:55:48.058,F,814,132,178,91,0.258,9.9,99,0.84,0.582,0.240,0.437,0.022,0.725,0.017,78,182,0.571
24-05-26,18:56:08.105,F,815,128,171,127,0.251,13.4,102,0.84,0.623,0.337,0.496,0.064,0.703,0.046,78,182,0.571
24-05-26,18:56:28.103,F,816,134,172,192,0.221,17.8,98,0.84,0.514,0.288,0.376,0.058,0.736,0.043,78,182,0.571
24-05-26,18:56:48.084,F,817,108,135,288,0.200,24.2,76,0.84,0.458,0.433,0.322,0.348,0.593,0.207,78,182,0.571
24-05-26,18:57:08.072,F,818,110,132,424,0.167,29.7,76,0.84,0.393,0.462,0.272,0.379,0.604,0.229,78,182,0.571
24-05-26,18:57:28.066,F,819,112,130,634,0.138,36.7,74,0.84,0.321,0.462,0.212,0.400,0.615,0.247,78,182,0.571
24-05-26,18:57:48.057,F,820,128,144,828,0.111,38.6,83,0.84,0.262,0.413,0.170,0.264,0.703,0.186,78,182,0.571
24-05-26,18:58:08.039,F,821,136,147,1160,0.075,36.5,80,0.84,0.164,0.356,0.096,0.238,0.747,0.178,78,182,0.571
24-05-26,18:58:28.036,F,822,120,127,1512,0.055,34.9,66,0.84,0.115,0.413,0.063,0.433,0.659,0.286,78,182,0.571
24-05-26,18:58:35.756,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:01:00.436,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:01:00.436,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 0.003 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:01:00.436,REG2,,"#1: alpha: 0.050, ETRm: 1624.259, Ik: 32610.861   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:01:01.886,FO,823,86,157,0,0.452,0.0,0,0.84,0,0,0,0,0,0,86,157,0.452
24-05-26,19:01:21.870,F,824,176,239,25,0.264,2.8,144,0.84,0.663,-0.338,0.542,-0.343,1.121,-0.385,86,157,0.452
24-05-26,19:01:41.864,F,825,181,220,45,0.177,3.3,138,0.84,0.476,-0.155,0.363,-0.286,1.153,-0.330,86,157,0.452
24-05-26,19:02:01.850,F,826,178,213,66,0.164,4.5,136,0.84,0.455,-0.085,0.348,-0.263,1.134,-0.298,86,157,0.452
24-05-26,19:02:21.843,F,827,174,205,91,0.151,5.8,131,0.84,0.419,-0.042,0.315,-0.234,1.108,-0.259,86,157,0.452
24-05-26,19:02:41.834,F,828,154,178,127,0.135,7.2,115,0.84,0.381,0.113,0.285,-0.118,0.981,-0.116,86,157,0.452
24-05-26,19:03:01.822,F,829,150,172,192,0.128,10.3,110,0.84,0.355,0.127,0.260,-0.087,0.955,-0.083,86,157,0.452
24-05-26,19:03:21.826,F,830,155,173,288,0.104,12.6,111,0.84,0.290,0.127,0.208,-0.092,0.987,-0.091,86,157,0.452
24-05-26,19:03:41.814,F,831,145,159,424,0.088,15.7,99,0.84,0.233,0.155,0.159,-0.013,0.924,-0.012,86,157,0.452
24-05-26,19:04:01.809,F,832,127,127,634,0.000,0.0,66,0.84,0.000,0.141,0.000,0.236,0.809,0.191,86,157,0.452
24-05-26,19:04:21.796,F,833,111,138,829,0.196,68.2,67,0.84,0.380,0.000,0.229,0.138,0.707,0.097,86,157,0.452
24-05-26,19:04:29.536,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:04:32.059,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:04:32.059,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 15.917 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:04:32.059,REG2,,"#1: alpha: 0.104, ETRm: 21.213, Ik: 204.611   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:04:33.448,FO,834,111,235,0,0.528,0.0,0,0.84,0,0,0,0,0,0,111,235,0.528
24-05-26,19:04:53.429,F,835,145,225,25,0.356,3.7,117,0.84,0.741,0.129,0.598,0.044,0.617,0.027,111,235,0.528
24-05-26,19:05:13.426,F,836,148,220,45,0.327,6.2,115,0.84,0.686,0.153,0.533,0.068,0.630,0.043,111,235,0.528
24-05-26,19:05:33.411,F,837,152,217,66,0.300,8.3,115,0.84,0.637,0.177,0.482,0.083,0.647,0.053,111,235,0.528
24-05-26,19:05:53.404,F,838,150,208,91,0.279,10.7,108,0.84,0.580,0.194,0.418,0.130,0.638,0.083,111,235,0.528
24-05-26,19:06:13.390,F,839,156,198,126,0.212,11.2,110,0.84,0.477,0.290,0.336,0.187,0.664,0.124,111,235,0.528
24-05-26,19:06:33.376,F,840,159,193,192,0.176,14.2,109,0.84,0.405,0.323,0.278,0.218,0.677,0.147,111,235,0.528
24-05-26,19:06:53.366,F,841,162,188,288,0.138,16.7,114,0.84,0.351,0.403,0.247,0.250,0.689,0.173,111,235,0.528
24-05-26,19:07:13.358,F,842,182,204,424,0.108,19.2,123,0.84,0.272,0.347,0.184,0.152,0.774,0.118,111,235,0.528
24-05-26,19:07:33.288,F,843,200,216,634,0.074,19.7,127,0.84,0.180,0.282,0.114,0.088,0.851,0.075,111,235,0.528
24-05-26,19:07:53.335,F,844,196,207,828,0.053,18.4,118,0.84,0.124,0.282,0.075,0.135,0.834,0.113,111,235,0.528
24-05-26,19:08:13.326,F,845,175,184,1159,0.049,23.9,107,0.84,0.117,0.379,0.072,0.277,0.745,0.206,111,235,0.528
24-05-26,19:08:33.316,F,846,168,175,1511,0.040,25.4,103,0.84,0.097,0.419,0.059,0.343,0.715,0.245,111,235,0.528
24-05-26,19:08:41.516,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:17:31.687,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:17:31.687,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 14.086 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:17:31.687,REG2,,"#1: alpha: 0.051, ETRm: 23.082, Ik: 450.619   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:17:33.080,FO,847,33,70,0,0.529,0.0,0,0.84,0,0,0,0,0,0,33,70,0.529
24-05-26,19:17:53.076,F,848,73,99,25,0.263,2.8,61,0.84,0.684,-0.027,0.572,-0.293,1.043,-0.306,33,70,0.529
24-05-26,19:18:13.060,F,849,72,94,45,0.234,4.4,57,0.84,0.595,0.000,0.471,-0.255,1.029,-0.263,33,70,0.529
24-05-26,19:18:33.052,F,850,65,84,66,0.226,6.3,53,0.84,0.613,0.162,0.500,-0.167,0.929,-0.155,33,70,0.529
24-05-26,19:18:53.036,F,851,65,81,91,0.198,7.6,50,0.84,0.516,0.162,0.397,-0.136,0.929,-0.127,33,70,0.529
24-05-26,19:19:13.028,F,852,65,80,127,0.188,10.0,48,0.84,0.469,0.135,0.346,-0.125,0.929,-0.117,33,70,0.529
24-05-26,19:19:33.022,F,853,64,73,192,0.123,9.9,46,0.84,0.333,0.270,0.239,-0.041,0.914,-0.037,33,70,0.529
24-05-26,19:19:53.004,F,854,65,71,288,0.085,10.3,45,0.84,0.231,0.297,0.160,-0.014,0.929,-0.014,33,70,0.529
24-05-26,19:20:12.993,F,855,57,62,424,0.081,14.4,37,0.84,0.200,0.324,0.130,0.129,0.814,0.105,33,70,0.529
24-05-26,19:20:32.990,F,856,66,72,634,0.083,22.1,44,0.84,0.214,0.243,0.143,-0.028,0.943,-0.026,33,70,0.529
24-05-26,19:20:52.976,F,857,76,80,828,0.050,17.4,42,0.84,0.105,-0.027,0.058,-0.125,1.086,-0.136,33,70,0.529
24-05-26,19:21:12.961,F,858,75,79,1160,0.051,24.8,42,0.84,0.108,0.000,0.060,-0.114,1.071,-0.122,33,70,0.529
24-05-26,19:21:32.950,F,859,73,76,1512,0.039,24.8,40,0.84,0.083,0.027,0.045,-0.079,1.043,-0.082,33,70,0.529
24-05-26,19:21:40.860,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:24:30.727,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:24:30.727,REG1,,"#1: alpha: 0.095, ETRm: 23.805, Ik: 250.904   ( beta: 1.755, ETRmPot: 1228.853 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:24:30.727,REG2,,"#1: alpha: 0.090, ETRm: 20.896, Ik: 233.189   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:24:32.127,FO,860,159,291,0,0.454,0.0,0,0.84,0,0,0,0,0,0,159,291,0.454
24-05-26,19:24:52.107,F,861,207,294,25,0.296,3.1,176,0.84,0.737,0.106,0.627,-0.010,0.711,-0.007,159,291,0.454
24-05-26,19:25:12.096,F,862,201,273,45,0.264,5.0,179,0.84,0.766,0.288,0.682,0.066,0.691,0.045,159,291,0.454
24-05-26,19:25:32.093,F,863,221,288,66,0.233,6.5,187,0.84,0.663,0.235,0.561,0.010,0.759,0.008,159,291,0.454
24-05-26,19:25:52.082,F,864,201,247,91,0.186,7.1,150,0.84,0.474,0.265,0.354,0.178,0.691,0.123,159,291,0.454
24-05-26,19:26:12.063,F,865,170,208,126,0.183,9.7,127,0.84,0.469,0.386,0.350,0.399,0.584,0.233,159,291,0.454
24-05-26,19:26:32.056,F,866,142,171,192,0.170,13.7,107,0.84,0.453,0.515,0.341,0.702,0.488,0.342,159,291,0.454
24-05-26,19:26:52.044,F,867,140,164,287,0.146,17.6,111,0.84,0.453,0.598,0.359,0.774,0.481,0.373,159,291,0.454
24-05-26,19:27:12.034,F,868,138,156,424,0.115,20.5,106,0.84,0.360,0.621,0.277,0.865,0.474,0.411,159,291,0.454
24-05-26,19:27:32.028,F,869,131,142,634,0.077,20.5,94,0.84,0.229,0.636,0.164,1.049,0.450,0.473,159,291,0.454
24-05-26,19:27:52.016,F,870,114,124,828,0.081,28.2,80,0.84,0.227,0.667,0.159,1.347,0.392,0.527,159,291,0.454
24-05-26,19:28:12.004,F,871,185,194,1159,0.046,22.4,126,0.84,0.132,0.485,0.090,0.500,0.636,0.318,159,291,0.454
24-05-26,19:28:31.986,F,872,157,160,1510,0.019,12.0,109,0.84,0.059,0.614,0.041,0.819,0.540,0.441,159,291,0.454
24-05-26,19:28:40.368,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,19:31:00.311,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,19:31:00.311,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 18.702 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,19:31:00.311,REG2,,"#1: alpha: 0.059, ETRm: 34.374, Ik: 583.744   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,19:31:01.732,FO,873,90,180,0,0.500,0.0,0,0.84,0,0,0,0,0,0,90,180,0.500
24-05-26,19:31:21.724,F,874,152,205,25,0.259,2.7,118,0.84,0.609,0.033,0.473,-0.122,0.844,-0.103,90,180,0.500
24-05-26,19:31:41.699,F,875,149,195,45,0.236,4.5,118,0.84,0.597,0.144,0.473,-0.077,0.828,-0.064,90,180,0.500
24-05-26,19:32:01.704,F,876,140,183,66,0.235,6.5,107,0.84,0.566,0.156,0.433,-0.016,0.778,-0.013,90,180,0.500
24-05-26,19:32:21.690,F,877,134,171,91,0.216,8.3,104,0.84,0.552,0.256,0.428,0.053,0.744,0.040,90,180,0.500
