Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,,D,,"Device Nr: #1, DIVING-PAM-II (UWFC0119A)",,,,,,,,,,,,,,,
24-05-26,11:59:37.103,F,207,204,229,424,0.109,19.4,129,0.84,0.250,0.123,0.158,0.022,0.872,0.019,120,234,0.487
24-05-26,11:59:57.099,F,208,189,207,635,0.087,23.2,122,0.84,0.212,0.254,0.137,0.130,0.808,0.105,120,234,0.487
24-05-26,12:00:17.083,F,209,195,214,829,0.089,31.0,132,0.84,0.232,0.281,0.157,0.093,0.833,0.078,120,234,0.487
24-05-26,12:00:37.071,F,210,211,222,1160,0.050,24.4,134,0.84,0.125,0.228,0.079,0.054,0.902,0.048,120,234,0.487
24-05-26,12:00:57.062,F,211,210,219,1513,0.041,26.1,132,0.84,0.103,0.237,0.065,0.068,0.897,0.062,120,234,0.487
24-05-26,12:01:04.702,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,12:02:32.478,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,12:02:32.478,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 15.144 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,12:02:32.478,REG2,,"#1: alpha: 0.108, ETRm: 16.979, Ik: 157.081   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,12:02:33.947,FO,212,189,344,0,0.451,0.0,0,0.84,0,0,0,0,0,0,189,344,0.451
24-05-26,12:02:53.934,F,213,228,359,25,0.365,3.8,191,0.84,0.780,-0.084,0.653,-0.042,0.663,-0.028,189,344,0.451
24-05-26,12:03:13.922,F,214,252,369,45,0.317,6.0,189,0.84,0.650,-0.161,0.488,-0.068,0.733,-0.050,189,344,0.451
24-05-26,12:03:33.916,F,215,250,351,66,0.288,8.0,190,0.84,0.627,-0.039,0.477,-0.020,0.727,-0.015,189,344,0.451
24-05-26,12:03:53.905,F,216,257,341,91,0.246,9.4,195,0.84,0.575,0.058,0.436,0.009,0.747,0.007,189,344,0.451
24-05-26,12:04:13.899,F,217,265,336,127,0.211,11.3,202,0.84,0.530,0.135,0.404,0.024,0.770,0.019,189,344,0.451
24-05-26,12:04:33.884,F,218,296,347,192,0.147,11.9,212,0.84,0.378,0.129,0.271,-0.009,0.860,-0.007,189,344,0.451
24-05-26,12:04:53.870,F,219,307,349,288,0.120,14.5,210,0.84,0.302,0.103,0.207,-0.014,0.892,-0.012,189,344,0.451
24-05-26,12:05:13.864,F,220,324,358,424,0.095,16.9,221,0.84,0.248,0.116,0.169,-0.039,0.942,-0.037,189,344,0.451
24-05-26,12:05:33.846,F,221,343,362,635,0.052,13.9,215,0.84,0.129,0.052,0.081,-0.050,0.997,-0.049,189,344,0.451
24-05-26,12:05:53.840,F,222,295,312,829,0.054,18.8,191,0.84,0.140,0.219,0.091,0.103,0.858,0.088,189,344,0.451
24-05-26,12:06:13.844,F,223,265,277,1160,0.043,20.9,180,0.84,0.124,0.374,0.084,0.242,0.770,0.187,189,344,0.451
24-05-26,12:06:33.840,F,224,259,266,1513,0.026,16.5,175,0.84,0.077,0.413,0.052,0.293,0.753,0.221,189,344,0.451
24-05-26,12:06:41.580,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,12:10:31.830,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,12:10:31.830,REG1,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,12:10:31.830,REG2,,#1: Error: Not enough measures for calculating regression data,,,,,,,,,,,,,,,
24-05-26,12:10:33.229,FO,225,133,299,0,0.555,0.0,0,0.84,0,0,0,0,0,0,133,299,0.555
24-05-26,12:10:53.218,F,226,167,268,25,0.377,4.0,143,0.84,0.808,0.247,0.692,0.116,0.559,0.064,133,299,0.555
24-05-26,12:11:13.200,F,227,211,310,45,0.319,6.0,168,0.84,0.697,0.145,0.555,-0.035,0.706,-0.025,133,299,0.555
24-05-26,12:11:30.856,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,12:13:21.151,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,12:13:21.151,REG1,,"#1: alpha: 0.113, ETRm: 36.596, Ik: 323.177   ( beta: 0.005, ETRmPot: 44.524 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,12:13:21.151,REG2,,"#1: alpha: 0.090, ETRm: 36.523, Ik: 406.121   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,12:13:22.542,FO,228,89,167,0,0.467,0.0,0,0.84,0,0,0,0,0,0,89,167,0.467
24-05-26,12:13:42.538,F,229,116,187,25,0.380,4.0,97,0.84,0.789,-0.154,0.660,-0.107,0.695,-0.075,89,167,0.467
24-05-26,12:14:02.520,F,230,116,184,45,0.370,7.0,98,0.84,0.791,-0.103,0.668,-0.092,0.695,-0.065,89,167,0.467
24-05-26,12:14:22.514,F,231,124,185,66,0.330,9.1,103,0.84,0.744,-0.051,0.618,-0.097,0.743,-0.073,89,167,0.467
24-05-26,12:14:42.500,F,232,146,211,91,0.308,11.8,117,0.84,0.691,-0.205,0.554,-0.209,0.874,-0.182,89,167,0.467
24-05-26,12:15:02.491,F,233,166,222,127,0.252,13.4,121,0.84,0.554,-0.295,0.404,-0.248,0.994,-0.246,89,167,0.467
24-05-26,12:15:22.475,F,234,174,218,192,0.202,16.3,113,0.84,0.419,-0.346,0.272,-0.234,1.042,-0.244,89,167,0.467
24-05-26,12:15:42.469,F,235,155,187,288,0.171,20.7,94,0.84,0.344,-0.192,0.209,-0.107,0.928,-0.099,89,167,0.467
24-05-26,12:16:02.482,F,236,104,119,424,0.126,22.4,61,0.84,0.259,0.256,0.152,0.403,0.623,0.251,89,167,0.467
24-05-26,12:16:22.465,F,237,75,85,635,0.118,31.5,48,0.84,0.270,0.526,0.173,0.965,0.449,0.433,89,167,0.467
24-05-26,12:16:42.455,F,238,91,105,829,0.133,46.3,60,0.84,0.311,0.423,0.205,0.590,0.545,0.322,89,167,0.467
24-05-26,12:17:02.444,F,239,112,119,1161,0.059,28.8,68,0.84,0.137,0.346,0.083,0.403,0.671,0.270,89,167,0.467
24-05-26,12:17:22.431,F,240,94,100,1514,0.060,38.2,47,0.84,0.113,0.321,0.057,0.670,0.563,0.377,89,167,0.467
24-05-26,12:17:30.351,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,12:19:18.574,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,12:19:18.574,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.014, ETRmPot: 22.473 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,12:19:18.574,REG2,,"#1: alpha: 0.074, ETRm: 51.977, Ik: 705.233   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,12:19:19.969,FO,241,78,139,0,0.439,0.0,0,0.84,0,0,0,0,0,0,78,139,0.439
24-05-26,12:19:39.961,F,242,100,145,25,0.310,3.3,89,0.84,0.804,0.082,0.716,-0.041,0.719,-0.029,78,139,0.439
24-05-26,12:19:59.941,F,243,105,140,45,0.250,4.7,84,0.84,0.625,0.082,0.500,-0.007,0.755,-0.005,78,139,0.439
24-05-26,12:20:19.932,F,244,93,131,66,0.290,8.0,80,0.84,0.745,0.164,0.641,0.061,0.669,0.041,78,139,0.439
24-05-26,12:20:39.920,F,245,90,127,91,0.291,11.1,77,0.84,0.740,0.180,0.633,0.094,0.647,0.062,78,139,0.439
24-05-26,12:20:59.902,F,246,85,115,127,0.261,13.9,72,0.84,0.698,0.295,0.591,0.209,0.612,0.127,78,139,0.439
24-05-26,12:21:19.904,F,247,78,101,192,0.228,18.4,64,0.84,0.622,0.393,0.510,0.376,0.561,0.211,78,139,0.439
24-05-26,12:21:39.890,F,248,74,91,288,0.187,22.6,59,0.84,0.531,0.475,0.423,0.527,0.532,0.281,78,139,0.439
24-05-26,12:21:59.879,F,249,71,85,424,0.165,29.4,55,0.84,0.467,0.508,0.362,0.635,0.511,0.324,78,139,0.439
24-05-26,12:22:19.866,F,250,68,77,635,0.117,31.2,50,0.84,0.333,0.557,0.245,0.805,0.489,0.394,78,139,0.439
24-05-26,12:22:39.859,F,251,65,73,829,0.110,38.3,47,0.84,0.308,0.574,0.223,0.904,0.468,0.422,78,139,0.439
24-05-26,12:22:59.846,F,252,70,77,1160,0.091,44.3,48,0.84,0.241,0.525,0.165,0.805,0.504,0.405,78,139,0.439
24-05-26,12:23:19.836,F,253,70,77,1513,0.091,57.8,52,0.84,0.280,0.590,0.208,0.805,0.504,0.405,78,139,0.439
24-05-26,12:23:27.507,SLCE,,Light Curve end,,,,,,,,,,,,,,,
24-05-26,12:31:13.798,SLCS,,Light Curve start,,,,,,,,,,,,,,,
24-05-26,12:31:13.798,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 16.883 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
24-05-26,12:31:13.798,REG2,,"#1: alpha: 0.070, ETRm: 18.438, Ik: 262.267   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
24-05-26,12:31:15.197,FO,254,209,393,0,0.468,0.0,0,0.84,0,0,0,0,0,0,209,393,0.468
24-05-26,12:31:35.180,F,255,252,352,25,0.284,3.0,224,0.84,0.781,0.304,0.694,0.116,0.641,0.075,209,393,0.468
24-05-26,12:31:55.172,F,256,287,379,45,0.243,4.6,236,0.84,0.643,0.223,0.529,0.037,0.730,0.027,209,393,0.468
24-05-26,12:32:15.154,F,257,288,371,66,0.224,6.2,230,0.84,0.589,0.234,0.470,0.059,0.733,0.043,209,393,0.468
